1.00383,2.40696
0.64483,1.85347
63.28156,137.02865
0.33812,0.28766
91.38396,51.73543
4.95559,0.97989
6.39868,3.53766
1.53183,3.42539
3.37473,7.79594
0.26129,0.56731
3.96186,3.17463
0.46155,0.45318
2.70205,6.67393
0.38362,0.23058
0.51978,0.47464
0.39695,0.40567
3.43898,1.14604
0.26548,0.26481
0.62965,0.60418
57.37745,20.55273
0.50052,0.62304
0.49954,0.27031
0.35152,0.35779
0.26980,0.20078
1.09982,1.67403
0.38122,0.89890
0.29954,0.29505
0.51040,0.15123
0.90042,0.40476
0.81282,0.36582
0.05607,0.21424
0.75195,0.87927
0.25459,0.06604
