1.306464748655634764e+02,4.141955935560692126e+01
1.593818297564430164e+00,1.553059857522021803e+00
3.097826736363566980e-01,1.882885222151891857e-01
5.225798543168451715e-01,2.806087279931405165e-01
2.250946914785239894e+00,1.435351558011545459e+00
4.679787590695966282e-01,8.759540841260247956e-02
5.005102397009066895e-01,4.649573681125551139e-01
9.987476721768385746e-01,3.777343916847948346e-01
1.063855153898992789e+01,2.606942977417521234e+00
2.572171143782160829e+00,5.226858673029301627e+00
9.346151075801464314e-01,4.058791011057966691e-01
8.507506449098917756e+01,1.778871669484356062e+02
1.080899857647704909e+00,9.407843510455409231e-01
2.553960090660697402e-01,2.260093221692503762e-01
4.651457291948373651e+00,8.452182587340205444e+00
3.436004834034199762e-01,3.133783643303005850e-01
5.142842049486486822e-01,1.934968615460725405e-01
5.035052431846810173e+00,6.883493633032679249e+00
1.227684334469417715e+00,8.408243462393784062e-01
3.803838285145399456e-01,2.158276447495745820e-01
