1.528421454140953539e-01,2.860412968246322518e-01
3.386425673162296146e+00,5.611205343232672504e+00
2.961767502624683690e+00,8.191075598079189390e+00
2.800307591458838230e-01,4.453855292232799523e-01
2.451830337839192353e+00,1.306247406336151107e+00
9.177096684605394461e-02,2.618297486591296686e-01
1.998759960396961077e-01,3.673535581198176247e-01
1.114998396835173294e-01,6.507888385048374302e-02
4.149235098153098988e-01,1.597412968408429501e+00
1.123553321366494301e-01,5.716608401671446904e-01
2.094943442669026012e+02,1.433019616521538921e+02
2.658064066864898045e-01,6.082997650037669235e-01
6.049389530028508322e-01,1.451394670497505590e+00
3.730162590178363047e-01,5.480631393276262919e-01
2.217081155544419868e+00,1.153346466916540258e+01
1.083401736236099921e+00,1.474144697785980229e+00
3.649287107866701074e-01,4.923692178912290052e-01
1.484416512290606949e-01,6.896007324228457802e-02
1.130328200033019759e-01,7.937501414316475157e-02
2.517168597788329976e+01,7.173867592788818115e+01
