0.000000000000000000e+00,5.976548443279133122e-02,7.804951535081718073e-02,3.781661707182096266e-02,3.256396336928633894e-02,2.587921389414034670e-02,5.203301023387812974e-03,3.983177365538968090e-02,1.418707948993359023e-02,2.173447913454376254e-02,3.827193952828809170e-02,1.385038895584020900e-02,7.862172271647288602e-02,1.611498258611878537e-02,2.652947572170036641e-02,9.518655263919800769e-02,4.543833918364545421e-02,4.614745013297652521e-02,9.491473779384371548e-03,1.823946774521172445e-02,1.953837802157180614e-01,1.829936763632376145e-02,1.247624802643247308e-02,5.175842778828069340e-02,1.915895592229750408e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.647690740905142948e-02,0.000000000000000000e+00,7.286065400808147685e-02,4.854354658702607350e-02,3.327083353922608011e-02,2.541568442317271304e-02,5.366534086836090463e-03,3.985876138302534011e-02,1.462371372681882040e-02,1.890428865976594153e-02,3.103189959848346585e-02,1.394766102396611564e-02,7.941389673896041834e-02,1.658173275658463702e-02,2.698777386729036762e-02,1.447058161459656989e-01,8.158095517408385511e-02,4.829880678152481677e-02,9.389753256434159312e-03,1.163478538517140684e-02,8.917685617971038425e-02,2.455739132974707820e-02,1.108824274631882087e-02,8.501618045051806405e-02,2.126732474223668595e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.572801825244761864e-02,4.288890950486683173e-02,0.000000000000000000e+00,3.433198905464591305e-02,3.912143918321273062e-02,6.036569121307968494e-02,8.803011578369180148e-03,7.012581816104339338e-02,2.156288656681686414e-02,3.943070438465474947e-02,2.400381933347666558e-02,2.232980520116316370e-02,1.399651158260599992e-01,2.747290873180122106e-02,4.815516278318943827e-02,8.675819998375960962e-02,3.659475547527384770e-02,7.282517261950113840e-02,1.766200429373780342e-02,1.171266451929164204e-02,6.151033669261686543e-02,1.830134981577720074e-02,1.825286933375152090e-02,4.011301657087112255e-02,2.198435092059190105e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.925486543090080799e-02,6.479709582805398549e-02,7.785223150375934764e-02,0.000000000000000000e+00,3.152093956584812312e-02,2.781677891159271832e-02,6.046764624573183582e-03,4.161221893059534327e-02,1.763050283421476599e-02,1.949893009329627114e-02,2.454980218301371087e-02,1.657817736591731678e-02,9.120159941848904328e-02,1.823782303829377116e-02,2.972301352185381315e-02,1.375739333770661932e-01,7.080832781357793149e-02,5.569801190144864356e-02,1.080238780119533760e-02,1.051544981220456365e-02,7.115208649569511323e-02,2.589709445095817603e-02,1.088374098329904401e-02,8.003287181403095918e-02,2.031535230012171747e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.785967076424750360e-02,4.974122523279894681e-02,9.936093771661330676e-02,3.530432502605603678e-02,0.000000000000000000e+00,3.510746111168469574e-02,7.163765565010753351e-03,6.763531756453093624e-02,1.694705847915771793e-02,2.449579184379030092e-02,2.953156574428012285e-02,1.627993036603077662e-02,9.948245046559789362e-02,2.366743094631449870e-02,3.811719649601640059e-02,1.030324927552464104e-01,4.082513291077949358e-02,6.148978932546698972e-02,1.150923556240185906e-02,1.214453630241775148e-02,6.670547733972821691e-02,2.208020838146962719e-02,1.724758970047914064e-02,4.370747743818692577e-02,4.056393296169375634e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.765155865257018508e-02,3.492075040530414481e-02,1.409029212981047774e-01,2.863284868535202060e-02,3.226475594975457967e-02,0.000000000000000000e+00,9.875556661632207966e-03,6.575469660578223130e-02,2.061293386157819069e-02,2.411089262042663550e-02,1.875916149374113814e-02,2.108841825172324061e-02,1.530544124418300178e-01,3.065211608483266181e-02,5.804396089744169596e-02,7.299405182446416784e-02,3.017032395450333290e-02,7.597911332965377740e-02,1.757368187643603558e-02,8.786840938218017788e-03,4.806496601176661609e-02,1.566048413790616448e-02,1.279850049284756916e-02,3.290950219644674796e-02,1.873755132768393367e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.419311602472662762e-02,3.208632445058890587e-02,8.941397713875749720e-02,2.708476696611907680e-02,2.864934163704851988e-02,4.297401245557277982e-02,0.000000000000000000e+00,5.438752086501684457e-02,2.173061727925504338e-02,1.820614691939414359e-02,1.647360664044513617e-02,2.002528378514172730e-02,1.560761968725016269e-01,4.037226404396639101e-02,6.728710673994398039e-02,6.970232781201952943e-02,2.815632696458294365e-02,1.252236065419709277e-01,1.455525304830675506e-02,7.464834262414972617e-03,4.238553666318337076e-02,1.529456312639729601e-02,1.012629640560563406e-02,3.047033308071384408e-02,1.766064027632640449e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.168764795982208227e-02,4.077532016641335910e-02,1.218707779551780890e-01,3.189116737985077388e-02,4.628010304424420851e-02,4.895742880443500894e-02,9.305651101933291522e-03,0.000000000000000000e+00,1.903682408053843089e-02,2.531921300023425372e-02,2.252326635530026849e-02,1.844674280887234272e-02,1.217869690668815091e-01,3.419114538615686261e-02,5.565466407324465292e-02,8.617565352058643990e-02,3.473860731372001992e-02,7.435150186736466660e-02,1.368529022393637391e-02,1.016110498109614770e-02,5.538900783531776340e-02,1.871217720940825113e-02,1.586402006711536139e-02,3.752646744467796891e-02,2.566924835367189600e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.810178674701657026e-02,3.724876089788073386e-02,9.330590144060348090e-02,3.364300759202310670e-02,2.887325087443383051e-02,3.821309421557398528e-02,9.257636795316577863e-03,4.739964282857302841e-02,0.000000000000000000e+00,2.016036623753641663e-02,1.845072275989288399e-02,3.946165968015160480e-02,1.746090088130974882e-01,2.445534187662225939e-02,4.105750714259605999e-02,8.017348643753716142e-02,3.339162418772022994e-02,9.293628555814480163e-02,1.924883391628922150e-02,8.480802208003552708e-03,4.922378689240707039e-02,1.732395052466029900e-02,1.062381115253723841e-02,3.643937162962684884e-02,1.792035959175558926e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.825810018439841642e-02,4.279053587299990608e-02,1.516247094470704049e-01,3.306542647679007463e-02,3.708737288333711218e-02,3.972088495997446594e-02,6.892540865892841755e-03,5.602269622735536053e-02,1.791561202484474521e-02,0.000000000000000000e+00,2.529274995754407160e-02,1.827344845321096992e-02,1.077270600484417779e-01,2.152857307627599817e-02,3.654479063912880604e-02,8.314731753098104916e-02,3.584439785311396842e-02,5.886040646103547769e-02,1.348965283789425006e-02,1.328013729935459755e-02,6.498497872344161097e-02,1.719262602040174878e-02,2.046168690909460838e-02,3.957866215973226964e-02,2.041563308768561125e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
