0.000000000000000000e+00,8.160068715559568031e-02,3.124376826525263398e-02,9.319843348074571820e-02,2.092538803372887349e-02,3.760557759483702106e-02,7.305354691416163226e-02,6.236179545333502688e-02,2.435118230472053946e-02,4.126070538223912398e-02,5.746638642903819684e-03,4.659921674037285910e-02,5.429792282754349747e-02,1.988843072564071973e-02,6.083559113888229591e-02,9.764377463010111280e-02,3.002863930159092865e-02,1.174189893194518830e-02,3.020319603542684708e-02,2.599180127631165946e-02,1.514218051646649410e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.597832278983396803e-02,0.000000000000000000e+00,3.302608858801857339e-02,6.355873712190984737e-02,1.762802197667557094e-02,4.692417806641472483e-02,7.357319501309557419e-02,6.264656181923125566e-02,2.881107472758762458e-02,4.022788437933896843e-02,6.256557075521963947e-03,3.189772788520336272e-02,5.665260624997076055e-02,2.128280668111630011e-02,6.476948852613488572e-02,9.716918304439417509e-02,3.413651777112141489e-02,1.192658449704745403e-02,3.500915736883683516e-02,1.990101254821768223e-02,1.886242938703292793e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.857866915682569620e-02,6.350850522022416511e-02,0.000000000000000000e+00,5.675330894415307054e-02,1.524867892259227677e-02,4.649276564112134885e-02,6.731257851496101619e-02,5.238093226389595874e-02,2.773588079723732572e-02,3.543472771131837146e-02,6.266690003481546756e-03,2.825407655789606912e-02,5.309363076918915958e-02,2.293790650967208675e-02,4.093963544063677906e-02,8.086833202726032011e-02,6.487819695684873822e-02,1.090638448175832928e-02,3.458912946444622771e-02,1.875538235511396007e-02,2.250645882613675486e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.066977796021223723e-02,5.117190641440972493e-02,2.376144105836345763e-02,0.000000000000000000e+00,2.075358057533471801e-02,2.800312683855542273e-02,6.214490768758088035e-02,5.198102159137376471e-02,1.870266360828755706e-02,3.576874253524845587e-02,4.633730831647268379e-03,2.548130674328914491e-01,4.508024468850588967e-02,1.618064596264266047e-02,4.217695902005864222e-02,8.156367530059510651e-02,2.226312107063598694e-02,9.907333254031520584e-03,2.348532471242643915e-02,3.706984665317814703e-02,1.098688828040205873e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.274411216906130240e-02,5.495365641387685990e-02,2.472011468618584562e-02,8.035810908653132079e-02,0.000000000000000000e+00,3.191353083197838447e-02,8.770126279384905799e-02,7.751769705019263823e-02,2.223315268075340065e-02,5.519794862675784369e-02,5.745993996759755917e-03,4.048229699274434601e-02,5.989539815360918340e-02,1.965432344361794925e-02,5.136238549836243117e-02,1.232528918042692101e-01,2.355156703451865424e-02,1.383913655502178042e-02,2.804491852313532527e-02,2.830546085349478977e-02,1.185260428052798548e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.271590787672235184e-02,6.592142647525206511e-02,3.396569879218402227e-02,4.886299829532668448e-02,1.438175107733775590e-02,0.000000000000000000e+00,7.106068629087103350e-02,5.556858083355396827e-02,4.509850529485397858e-02,3.646439434037529459e-02,7.488732675887154952e-03,2.437855975902478850e-02,5.854809575526234711e-02,2.575306131969286316e-02,4.278419874027063197e-02,8.518310542730328505e-02,3.723886514324516173e-02,1.163146731576616272e-02,5.164101450540733995e-02,1.611346145240973374e-02,2.251994886292534026e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.868102890136974892e-02,4.818023032169341247e-02,2.292296193458438075e-02,5.054735850273795600e-02,1.842307378385092675e-02,3.312445417467747150e-02,0.000000000000000000e+00,9.580577477788108920e-02,2.517444049247814092e-02,7.664461982230487413e-02,7.504530132360222316e-03,2.522683272499301813e-02,1.106269797158605933e-01,2.413423857499016542e-02,4.208804396191519193e-02,1.420119242664101833e-01,2.218870192646775485e-02,5.318283304203334783e-02,3.245968180077015569e-02,1.751272293904212671e-02,1.135595682035792919e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.322647981425264074e-02,4.128150361860691980e-02,1.794968124323021233e-02,4.254482479081014151e-02,1.638574219490760223e-02,2.606499522167245869e-02,9.640525291907831029e-02,0.000000000000000000e+00,1.922750995602624108e-02,6.689451239052615628e-02,5.161023677969425218e-03,2.127241239540507076e-02,6.072960102480116223e-02,1.666586064315959612e-02,3.974126224926130546e-02,3.344725619526306981e-01,1.748935634912143766e-02,1.527978338333753176e-02,2.435078176589757296e-02,1.439896358555729262e-02,9.045789082374823542e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.910820325742031534e-02,5.722684656648639040e-02,2.864887476242792760e-02,4.614105085861170547e-02,1.416603778564032648e-02,6.376356380446702998e-02,7.635736408527676877e-02,5.795689823999473911e-02,0.000000000000000000e+00,3.794325113134625754e-02,9.292637187109462765e-03,2.307052542930585273e-02,6.570886770111385167e-02,2.963462648514418596e-02,4.099739954208577591e-02,8.839268011442728834e-02,2.956081659099385472e-02,1.258345026369653286e-02,1.018859446057375495e-01,1.540370694398196343e-02,1.621572546447322405e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.766995724482799512e-02,4.542325129855948745e-02,2.080680389814223291e-02,5.016471609385671215e-02,1.999313740590998381e-02,2.930826473636130927e-02,1.321549523541172833e-01,1.146260295735969381e-01,2.156975477206314606e-02,0.000000000000000000e+00,5.986149161904076588e-03,2.508235804692835608e-02,7.290200900493545855e-02,1.967249357139304669e-02,4.182683006901835587e-02,1.752143680818401827e-01,2.010355399451226044e-02,1.985381070913625964e-02,2.750291396489333573e-02,1.737585558173381298e-02,1.027627904362697908e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
