2.175964498841808925e-01,1.528339584610265700e-01
8.232451098718242266e-02,1.415371590597832130e+00
2.324658257078556778e-01,1.540539209029430368e-01
2.354458005529278253e-01,3.070827993654317023e-01
1.640873015559869141e-01,6.034265555072008125e-01
2.124709324477687400e-01,1.113351471279882821e-01
4.602016179088364112e+01,1.951437383727541075e+01
2.475663499275181367e-01,3.219214923016307517e-01
2.021551292110924880e+00,9.907878405812202693e-01
7.165771243159534398e-01,1.276278129649050852e+00
4.068631953871555407e-01,4.112436108127349166e-01
8.366936482334094705e-02,8.161694354407479368e-01
2.468065052530286074e+00,2.917823143343698078e+00
8.464572073131050445e+01,6.125104045365631578e+01
3.882442638616656616e-01,2.231487920427972782e-01
2.520286363334032775e-01,1.994262509800449057e-01
3.449286832967772831e-01,1.439119255926177010e-01
7.442021129449206285e+01,6.962218035588315956e+01
5.045884802399986518e-02,3.209770109607195110e-01
3.634374999526528427e+01,8.881205603541988580e+01
4.458125563015846171e-01,4.345577140975755981e-01
