0.00000,216.67487,205.77901,289.01557,212.26870,223.16138,272.30314,182.43903,182.43903,115.97414,250.16994,196.08672,224.53953,219.00913,257.96318,276.58633,278.35229,276.36570,234.26694,146.73105,52.00961,151.47607,139.62808,194.73315,181.20706,266.33250,146.34890,279.06451,192.27064,111.30588,147.82760,261.34460,120.25390
216.67487,0.00000,406.60177,322.13351,407.07002,317.41613,449.40961,392.73401,356.93137,317.40510,51.97115,376.39607,315.19200,51.00000,439.01822,468.83686,482.26549,392.86893,386.22921,187.53666,202.23007,196.37973,88.02272,120.10412,342.70687,463.28933,107.93517,467.48797,374.83330,182.33211,97.86215,467.41095,334.41441
205.77901,406.60177,0.00000,456.31678,20.22375,202.37095,306.02614,171.75855,262.52809,194.91793,426.95199,258.49758,373.41264,392.58120,74.79305,73.79024,242.39843,388.59876,119.68291,343.11077,204.53362,249.06224,319.49491,338.00888,102.41582,60.87693,309.20058,286.81004,252.67568,236.07202,316.28468,224.01786,150.01333
289.01557,322.13351,456.31678,0.00000,470.40833,510.28325,262.10113,318.78833,218.05045,263.45398,373.83553,234.55490,87.93179,366.01229,524.75613,529.46199,349.51681,134.10444,518.56436,158.11388,332.87986,415.61641,324.77993,402.44875,465.69733,513.79081,354.68296,297.43066,238.51625,375.98537,346.93083,347.08644,308.52715
212.26870,407.07002,20.22375,470.40833,0.00000,187.27787,325.73762,191.19100,280.20350,210.72257,425.07529,276.87542,388.52542,390.58546,56.40035,64.32729,262.60617,406.07881,100.66280,352.82290,206.06067,242.43968,319.39004,333.21615,89.09545,56.22277,307.17422,306.88271,271.04612,232.69078,314.77135,244.23964,166.29191
223.16138,317.41613,202.37095,510.28325,187.27787,0.00000,457.08861,329.46168,382.57679,303.91611,313.00160,389.06169,447.48743,281.10141,178.40404,221.00000,421.47005,493.85524,101.24228,358.45362,177.50493,121.33425,238.06932,207.15212,100.62306,227.72791,210.79137,449.81107,383.78770,146.81962,221.47235,402.05721,275.04545
272.30314,449.40961,306.02614,262.10113,325.73762,457.08861,0.00000,135.05925,93.49332,159.45219,495.60065,76.55717,183.92662,470.95223,380.26570,364.53944,97.94386,133.95895,412.84380,273.49040,321.56181,420.55677,397.05037,463.96767,370.95148,345.44175,412.78202,36.87818,80.05623,382.28000,411.53372,104.40307,182.04395
182.43903,392.73401,171.75855,318.78833,191.19100,329.46168,135.05925,0.00000,102.95630,77.83315,430.73542,92.31468,230.93289,400.67069,246.41631,234.40137,98.48858,225.72993,278.28942,255.00196,221.45203,313.05750,321.55248,374.81862,238.41141,215.84485,328.34433,121.06610,86.83317,279.73738,330.22568,80.15610,64.07027
182.43903,356.93137,262.52809,218.05045,280.20350,382.57679,93.49332,102.95630,0.00000,78.85430,402.48354,21.02380,130.26895,377.51424,336.60214,330.97432,142.61837,126.15070,353.64530,186.93849,233.28309,333.08407,303.63794,371.46871,306.20255,313.25549,319.95312,111.52130,22.36068,293.58644,318.41639,135.07405,116.29703
115.97414,317.40510,194.91793,263.45398,210.72257,303.91611,159.45219,77.83315,78.85430,0.00000,357.52622,86.02325,178.80716,328.81150,266.65521,267.00187,165.55966,198.95728,276.84833,178.90780,162.92636,261.27572,250.71498,310.59459,228.23234,250.76882,261.33503,163.29421,81.15417,223.60009,261.81100,150.08331,45.22168
250.16994,51.97115,426.95199,373.83553,425.07529,313.00160,495.60065,430.73542,402.48354,357.52622,0.00000,421.38462,366.54740,34.52535,451.45321,484.48426,523.07265,443.81190,392.04592,238.43867,226.38463,196.36700,111.41364,105.99057,353.19258,480.88460,117.90250,511.95703,419.45322,193.18903,110.72488,507.42487,370.13511
196.08672,376.39607,258.49758,234.55490,276.87542,389.06169,76.55717,92.31468,21.02380,86.02325,421.38462,0.00000,147.36350,395.83961,333.11409,324.85381,122.02459,133.41664,354.75203,207.88458,245.93698,345.37661,321.07631,387.42354,308.92394,306.68714,336.30938,91.28527,5.83095,306.56973,335.19696,115.27793,117.34138
224.53953,315.19200,373.41264,87.93179,388.52542,447.48743,183.92662,230.93289,130.26895,178.80716,366.54740,147.36350,0.00000,350.95441,443.82992,445.80040,265.09244,79.32213,444.23530,128.57683,273.54159,365.77179,293.90134,371.43640,392.23717,429.53580,320.05625,217.10136,151.08276,324.63672,314.35808,261.27572,224.02009
219.00913,51.00000,392.58120,366.01229,390.58546,281.10141,470.95223,400.67069,377.51424,328.81150,34.52535,395.83961,350.95441,0.00000,417.02038,449.96111,494.28028,426.61106,358.20106,222.40728,192.83672,162.99693,79.40403,75.64390,318.83068,446.37428,83.43261,485.72008,393.60005,158.67577,76.55064,478.21334,339.24622
257.96318,439.01822,74.79305,524.75613,56.40035,178.40404,380.26570,246.41631,336.60214,266.65521,451.45321,333.11409,443.82992,417.02038,0.00000,43.18565,312.41799,462.47270,77.83315,402.08084,243.31050,259.78838,351.05128,353.41194,98.65597,54.62600,334.65953,359.86942,327.28734,258.62714,343.32783,294.71681,222.48146
276.58633,468.83686,73.79024,529.46199,64.32729,221.00000,364.53944,234.40137,330.97432,267.00187,484.48426,324.85381,445.80040,449.96111,43.18565,0.00000,289.03287,457.00985,120.91733,416.32920,269.11893,296.31908,380.88844,389.15421,135.55811,19.31321,366.84874,340.90615,319.10500,291.32284,374.95733,272.47202,221.81298
278.35229,482.26549,242.39843,349.51681,262.60617,421.47005,97.94386,98.48858,142.61837,165.55966,523.07265,122.02459,265.09244,494.28028,312.41799,289.03287,0.00000,228.74003,359.05014,326.43836,319.50743,411.49119,415.86536,472.20017,325.77907,269.74247,424.69989,62.68174,120.33287,378.15473,425.95892,19.41649,162.40998
276.36570,392.86893,388.59876,134.10444,406.07881,493.85524,133.95895,225.72993,126.15070,198.95728,443.81190,133.41664,79.32213,426.61106,462.47270,457.00985,228.74003,0.00000,475.66059,205.38744,327.96494,425.13174,365.19858,441.37626,426.21356,439.15942,389.22487,170.69564,138.94603,383.88149,384.55299,230.59271,240.77583
234.26694,386.22921,119.68291,518.56436,100.66280,101.24228,412.84380,278.28942,353.64530,276.84833,392.04592,354.75203,444.23530,358.20106,77.83315,120.91733,359.05014,475.66059,0.00000,380.80047,205.27542,196.09182,299.86163,289.62389,53.15073,129.80755,278.84225,398.24616,349.01719,204.02451,288.51343,340.14703,237.69729
