0.000000000000000000e+00,3.104795537819923443e-02,5.082989877270242124e-02,5.809131288308848340e-02,1.142790639080536463e-01,3.878884176057394162e-02,1.043742354260457014e-02,1.505758878422468749e-01,2.298935499048076689e-02,1.962179583242315561e-02,4.010408939460009120e-02,2.408058614616210777e-02,1.118878387760307985e-01,1.174458159982793952e-02,2.994925246239692196e-02,8.368556335087420570e-03,1.013655572827031476e-01,7.336178148763157492e-02,8.205621879096118565e-02,2.042000281422562402e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.455411479140820669e-02,0.000000000000000000e+00,4.366171081148265132e-02,4.989909807026588623e-02,9.723124474825797781e-02,4.749581247276010720e-02,1.955100056755431151e-02,2.908035948794355022e-02,1.045044938463015743e-01,1.644225379685053043e-02,3.389865583201735061e-02,3.388027069431185506e-02,9.708313918665711917e-02,1.706551238341756649e-02,4.636926924653723275e-02,1.275366652649945892e-02,8.426957316659872133e-02,1.482688355070408970e-01,4.188736937329432669e-02,4.210361949080065891e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.520413715194706944e-02,2.717117641268710498e-02,0.000000000000000000e+00,3.633755616027077584e-02,1.196538792556823966e-01,3.376269647415075514e-02,8.616707117559010629e-03,3.004379276622487147e-02,2.002919517748324649e-02,2.125136979081888866e-02,4.893988273743007933e-02,2.570707546952731917e-02,2.009282336873030317e-01,1.128444491619233145e-02,3.141456512934703849e-02,8.214537466952409953e-03,2.000486910612962466e-01,6.962548702469199824e-02,5.256662178935187640e-02,1.919995041108368827e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.874295074883371243e-02,4.533884954797345185e-02,5.305493938999986808e-02,0.000000000000000000e+00,1.179439379384475128e-01,5.603883258572690818e-02,1.671639886876966422e-02,4.923957261553009446e-02,3.393104398066622979e-02,2.005288220707779345e-02,4.112126092705096353e-02,3.003174968110511323e-02,1.194464690591385964e-01,1.611320262562057626e-02,3.842438763502581400e-02,1.069081514377944603e-02,1.034411393165933363e-01,9.871047071347628654e-02,6.247145173640495514e-02,2.848964527877964961e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.326452317790899921e-02,3.307534073378901041e-02,6.540599716214988424e-02,4.415666906278881837e-02,0.000000000000000000e+00,3.627840556496990387e-02,1.016372310863045136e-02,3.629655838350140384e-02,2.413737713415707933e-02,8.112098095857937785e-02,9.674241483991974366e-02,3.164830891022531179e-02,1.255465994234160887e-01,1.209280185498996796e-02,3.650729367509920886e-02,1.074915720443552630e-02,1.477764796389171298e-01,8.610699442571342899e-02,5.690931225019534023e-02,2.202106249061335994e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.328334936405686673e-02,4.762144875100515762e-02,5.439722099889473389e-02,6.183844519007569013e-02,1.069293661829206904e-01,0.000000000000000000e+00,1.836018585448415466e-02,3.684154320636347235e-02,3.649232638462089617e-02,1.831468346518597481e-02,3.844894078603028342e-02,3.169686579316468439e-02,1.288679797795539983e-01,2.656681461955310089e-02,4.328334936405686673e-02,1.073461415543537460e-02,1.016999233588776613e-01,1.043008314903470929e-01,5.439722099889473389e-02,3.592489025647849221e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.852506887882879011e-02,6.484139339007873037e-02,4.592159760836998089e-02,6.101663818013686180e-02,9.909179472938858813e-02,6.073137884228821393e-02,0.000000000000000000e+00,3.249695088903448159e-02,5.239975882023913817e-02,1.681492081489334434e-02,3.476193047369279671e-02,3.087685399527558688e-02,1.039255981337286472e-01,1.932794221486394334e-02,4.178999535349028904e-02,1.108384705425481676e-02,8.793316476346406396e-02,1.140547276858543263e-01,4.613906495388377799e-02,3.826737321823369536e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.724476168424677602e-01,2.992504203986291397e-02,4.968005438287315806e-02,5.576625404921864426e-02,1.097999050262596643e-01,3.781164131551807694e-02,1.008310435080481821e-02,0.000000000000000000e+00,2.217437080981003381e-02,1.886053718995985007e-02,3.875471985243521961e-02,2.325114098087593950e-02,1.098593044923443229e-01,1.142814341055614982e-02,2.898381613226399395e-02,8.057068409331322872e-03,9.905855994053623659e-02,7.074498819328645105e-02,8.353913802684698187e-02,1.977459455474849317e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.362453606682948293e-02,1.373402123156959309e-01,4.229787539950720376e-02,4.907747045403842989e-02,9.325118151483784146e-02,4.783183216293440676e-02,2.076388838835095674e-02,2.831907448250978870e-02,0.000000000000000000e+00,1.579562507197140170e-02,3.261388426047507477e-02,3.204547984797342236e-02,9.442467465850042097e-02,1.716082440118609637e-02,4.413521773249465263e-02,1.186217441238254615e-02,8.145545918338459312e-02,1.348887503656017173e-01,4.072772959169229656e-02,4.238410968963367276e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.043611434644604569e-02,2.291632833354492749e-02,4.759517450651250259e-02,3.075974218258874238e-02,3.323673855672517607e-01,2.545867653974708336e-02,7.066350322858077834e-03,2.554481421269116231e-02,1.675165641528075788e-02,0.000000000000000000e+00,8.229209874924454937e-02,2.191375094294770870e-02,9.045894464251610922e-02,8.472256408283446172e-03,2.541676922485033852e-02,7.395191675815922065e-03,1.096071586040801432e-01,5.958861940171869542e-02,4.062060803108476226e-02,1.533835989253741136e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
