0.00000,0.01478,0.02998,0.02509,0.02572,0.06414,0.05058,0.09914,0.01067,0.01439,0.00742,0.03709,0.02983,0.04574,0.03638,0.02924,0.06053,0.03467,0.01982,0.02322,0.02203,0.02366,0.01118,0.01785,0.02416,0.09338,0.03167,0.00432,0.01339,0.02001,0.01629,0.05483,0.00880,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.01667,0.00000,0.02116,0.01577,0.04013,0.07089,0.08200,0.02404,0.01382,0.00894,0.01314,0.02407,0.02041,0.05794,0.01454,0.01326,0.21940,0.01644,0.02413,0.06021,0.02511,0.01631,0.01452,0.02322,0.01001,0.03642,0.02041,0.00311,0.01390,0.00334,0.01380,0.05667,0.00623,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.02819,0.01765,0.00000,0.02157,0.02982,0.08691,0.06109,0.04278,0.01188,0.01196,0.00874,0.03452,0.04389,0.05247,0.02940,0.02097,0.07334,0.02551,0.02311,0.02854,0.02814,0.03383,0.01272,0.02490,0.01623,0.05894,0.06416,0.00396,0.01653,0.00565,0.01640,0.05822,0.00799,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.02891,0.01612,0.02644,0.00000,0.03052,0.06105,0.05852,0.03921,0.01329,0.03476,0.00861,0.07078,0.02427,0.05675,0.02202,0.01909,0.06511,0.02343,0.02457,0.02466,0.02574,0.01927,0.01384,0.01790,0.01474,0.07886,0.02807,0.00950,0.01628,0.00561,0.02633,0.07527,0.02048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.01730,0.02394,0.02134,0.01782,0.00000,0.06112,0.12839,0.02474,0.02423,0.01001,0.02445,0.02747,0.01975,0.10214,0.01485,0.01325,0.09138,0.01639,0.03827,0.03297,0.03118,0.01573,0.02720,0.01971,0.01006,0.03905,0.02113,0.00361,0.01756,0.00344,0.01699,0.07730,0.00720,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.02524,0.02474,0.03637,0.02084,0.03574,0.00000,0.07375,0.03728,0.01369,0.01181,0.01077,0.03204,0.03910,0.05916,0.02336,0.02105,0.10633,0.02606,0.02554,0.04290,0.02959,0.03150,0.01451,0.04392,0.01585,0.05246,0.03279,0.00396,0.01671,0.00510,0.01674,0.06313,0.00797,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.01885,0.02710,0.02421,0.01893,0.07112,0.06985,0.00000,0.02707,0.02010,0.01058,0.02367,0.02951,0.02215,0.09550,0.01639,0.01444,0.10547,0.01785,0.04024,0.03843,0.03828,0.01763,0.02340,0.02331,0.01097,0.04234,0.02382,0.00378,0.02031,0.00375,0.01760,0.07578,0.00756,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07113,0.01530,0.03264,0.02442,0.02639,0.06799,0.05213,0.00000,0.01088,0.01391,0.00763,0.03666,0.03300,0.04677,0.04655,0.03147,0.06278,0.03691,0.02030,0.02413,0.02276,0.02613,0.01142,0.01880,0.02643,0.08499,0.03433,0.00426,0.01377,0.01569,0.01632,0.05546,0.00866,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.01742,0.02002,0.02063,0.01884,0.05880,0.05682,0.08806,0.02476,0.00000,0.01058,0.01402,0.02883,0.01908,0.11579,0.01473,0.01318,0.07762,0.01630,0.03935,0.02839,0.02901,0.01519,0.03461,0.01784,0.01001,0.03985,0.02068,0.00390,0.01729,0.00346,0.01904,0.09813,0.00776,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.02920,0.01610,0.02582,0.06124,0.03020,0.06093,0.05765,0.03936,0.01316,0.00000,0.00853,0.05651,0.02415,0.05560,0.02185,0.01954,0.06501,0.02404,0.02392,0.02461,0.02487,0.01919,0.01361,0.01774,0.01506,0.07733,0.02717,0.00890,0.01559,0.00568,0.02485,0.07383,0.01878,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
