0.20560,0.06274
0.40854,1.42642
0.24802,0.19046
0.25970,0.58475
0.33013,0.04048
0.98991,0.41487
3.37771,3.38530
0.35853,0.22841
0.13784,0.24996
0.09119,0.05047
0.09469,0.18469
0.34169,0.31501
0.29412,0.35968
3.11630,3.50573
0.16506,0.06245
0.16783,0.15621
235.32901,234.63285
0.20418,0.15563
0.29232,0.28588
0.38171,0.36748
0.44798,1.08922
0.21295,0.24896
0.15752,0.21042
0.20376,0.27264
0.11817,0.11715
0.52918,0.15516
0.23609,0.14606
0.03419,0.16720
0.14188,0.19511
0.03957,0.08246
0.15630,0.21482
0.86034,0.29615
0.06800,0.14515
